MLS#,property#,seller_agent_id,owner_id,listing_type,listing_price,listing_date,listing_status
3503,3503,4502,6812,for rent,2579,2024-03-31,pending
3504,3504,4576,9283,for rent,2643,2024-02-29,pending
3505,3505,832,3938,for rent,3415,2024-03-20,pending
3506,3506,1327,8506,for rent,1743,2024-02-12,pending
3507,3507,1538,7880,for rent,950,2024-03-09,pending
3508,3508,2830,9403,for rent,2943,2024-03-10,pending
3509,3509,143,7373,for rent,2407,2024-03-31,pending
3510,3510,3336,1765,for rent,1250,2024-02-21,pending
3511,3511,4525,3039,for rent,3565,2024-03-18,pending
3512,3512,2205,7366,for rent,2707,2024-04-08,pending
3513,3513,4977,3352,for rent,4593,2024-03-26,pending
3514,3514,4159,868,for rent,1015,2024-03-09,pending
3515,3515,3849,7614,for rent,3350,2024-04-07,pending
3516,3516,2395,544,for rent,2472,2024-02-02,pending
3517,3517,2899,9291,for rent,650,2024-04-09,pending
3518,3518,4460,9322,for rent,3972,2024-03-26,pending
3519,3519,4080,7140,for rent,1679,2024-03-29,pending
3520,3520,4002,8023,for rent,1615,2024-01-30,pending
3521,3521,2125,9713,for rent,3736,2024-03-09,pending
3522,3522,4373,7917,for rent,3136,2024-03-18,pending
3523,3523,1395,3978,for rent,3050,2024-01-25,pending
3524,3524,1601,2241,for rent,4529,2024-02-26,pending
3525,3525,1615,9523,for rent,3372,2024-02-11,pending
3526,3526,4879,1202,for rent,650,2024-02-05,pending
3527,3527,1801,5590,for rent,4336,2024-03-15,pending
3528,3528,2312,8314,for rent,1250,2024-02-29,pending
3529,3529,896,5988,for rent,1679,2024-04-04,pending
3530,3530,1198,7254,for rent,3307,2024-03-16,pending
3531,3531,2812,8185,for rent,2707,2024-04-05,pending
3532,3532,263,3964,for rent,3050,2024-02-11,pending
3533,3533,3955,8900,for rent,2107,2024-02-17,pending
3534,3534,3974,339,for rent,2150,2024-02-04,pending
3535,3535,2450,5492,for rent,2579,2024-03-05,pending
3536,3536,4816,9006,for rent,3372,2024-02-25,pending
3537,3537,1586,7390,for rent,1679,2024-03-03,pending
3538,3538,2892,4940,for rent,1915,2024-02-09,pending
3539,3539,3104,3376,for rent,2450,2024-01-16,pending
3540,3540,833,5888,for rent,4529,2024-02-25,pending
3541,3541,4381,3110,for rent,2815,2024-03-26,pending
3542,3542,1310,4911,for rent,650,2024-01-23,pending
3543,3543,3228,6758,for rent,2943,2024-02-03,pending
3544,3544,3997,6759,for rent,4272,2024-04-10,pending
3545,3545,201,4627,for rent,2043,2024-03-26,pending
3546,3546,2534,2659,for rent,1379,2024-04-12,pending
3547,3547,137,9779,for rent,2450,2024-02-04,pending
3548,3548,2264,6623,for rent,2407,2024-01-24,pending
3549,3549,1374,2013,for rent,4336,2024-01-28,pending
3550,3550,1315,3030,for rent,950,2024-01-24,pending
3551,3551,1703,1926,for rent,2343,2024-01-23,pending
3552,3552,4313,3756,for rent,4100,2024-01-19,pending
3553,3553,3037,5182,for rent,3307,2024-02-24,pending
3554,3554,3341,1713,for rent,2043,2024-01-15,pending
3555,3555,926,5373,for rent,1315,2024-04-11,pending
3556,3556,426,9795,for rent,3007,2024-02-28,pending
3557,3557,3857,2593,for rent,2879,2024-01-15,pending
3558,3558,4090,2781,for rent,1315,2024-02-27,pending
3559,3559,1215,8990,for rent,1315,2024-02-08,pending
3560,3560,4814,5401,for rent,3972,2024-03-29,pending
3561,3561,2555,3145,for rent,2643,2024-03-25,pending
3562,3562,1891,7737,for rent,1379,2024-02-08,pending
3563,3563,1213,5732,for rent,2472,2024-02-18,pending
3564,3564,3641,7102,for rent,3565,2024-02-03,pending
3565,3565,2126,1559,for rent,4400,2024-01-29,pending
3566,3566,1942,164,for rent,3350,2024-01-29,pending
3567,3567,4708,3840,for rent,1915,2024-02-18,pending
3568,3568,3519,9687,for rent,1915,2024-02-16,pending
3569,3569,231,8849,for rent,1015,2024-02-11,pending
3570,3570,2872,8904,for rent,650,2024-04-10,pending
3571,3571,1732,1805,for rent,3500,2024-03-16,pending
3572,3572,660,1145,for rent,3500,2024-03-23,pending
3573,3573,1510,2877,for rent,1679,2024-02-11,pending
3574,3574,4883,3743,for rent,2107,2024-03-24,pending
3575,3575,4497,3722,for rent,1850,2024-02-24,pending
3576,3576,3956,9535,for rent,1315,2024-03-08,pending
3577,3577,4826,9295,for rent,3800,2024-03-10,pending
3578,3578,4599,6100,for rent,3072,2024-04-04,pending
3579,3579,1792,7871,for rent,650,2024-01-23,pending
3580,3580,1384,1683,for rent,1379,2024-03-11,pending
3581,3581,3110,2841,for rent,1550,2024-03-02,pending
3582,3582,2996,8084,for rent,3650,2024-02-03,pending
3583,3583,991,8603,for rent,1743,2024-02-28,pending
3584,3584,3285,5567,for rent,3736,2024-04-01,pending
3585,3585,1508,8230,for rent,4657,2024-01-14,pending
3586,3586,3852,2827,for rent,3115,2024-02-23,pending
3587,3587,3072,668,for rent,1615,2024-04-08,pending
3588,3588,567,3899,for rent,3972,2024-02-29,pending
3589,3589,3815,7755,for rent,650,2024-04-03,pending
3590,3590,3215,9382,for rent,1850,2024-02-25,pending
3591,3591,754,3675,for rent,3350,2024-01-14,pending
3592,3592,4437,2348,for rent,1250,2024-01-18,pending
3593,3593,1658,8570,for rent,1015,2024-03-21,pending
3594,3594,670,3464,for rent,3565,2024-04-07,pending
3595,3595,4419,9016,for rent,3179,2024-02-16,pending
3596,3596,641,5461,for rent,3136,2024-03-20,pending
3597,3597,1713,1650,for rent,3929,2024-02-06,pending
3598,3598,4520,8938,for rent,1315,2024-02-16,pending
3599,3599,1970,5881,for rent,1550,2024-03-03,pending
3600,3600,230,1314,for rent,1915,2024-03-27,pending
3601,3601,1470,619,for rent,2836,2024-02-24,pending
3602,3602,3865,4570,for rent,650,2024-03-28,pending
3603,3603,3538,6674,for rent,4079,2024-02-08,pending
3604,3604,4421,4591,for rent,2579,2024-02-09,pending
3605,3605,252,5653,for rent,4272,2024-03-14,pending
3606,3606,4495,9776,for rent,2107,2024-02-28,pending
3607,3607,4064,5828,for rent,4272,2024-02-04,pending
3608,3608,3928,2688,for rent,4657,2024-03-01,pending
3609,3609,2455,2771,for rent,2579,2024-03-29,pending
3610,3610,3554,5707,for rent,3950,2024-02-16,pending
3611,3611,2753,2114,for rent,3907,2024-03-25,pending
3612,3612,93,9913,for rent,1015,2024-04-02,pending
3613,3613,411,4743,for rent,1315,2024-02-26,pending
3614,3614,611,2286,for rent,2279,2024-03-07,pending
3615,3615,3677,6185,for rent,1250,2024-02-27,pending
3616,3616,4278,5566,for rent,3607,2024-03-28,pending
3617,3617,414,7517,for rent,2879,2024-01-17,pending
3618,3618,2617,5534,for rent,2879,2024-03-25,pending
3619,3619,3642,3380,for rent,1015,2024-02-17,pending
3620,3620,2138,4582,for rent,650,2024-03-23,pending
3621,3621,3874,129,for rent,3865,2024-01-25,pending
3622,3622,3352,6600,for rent,2879,2024-01-21,pending
3623,3623,844,2581,for rent,3565,2024-01-16,pending
3624,3624,1483,1782,for rent,2215,2024-03-12,pending
3625,3625,641,5609,for rent,2836,2024-04-05,pending
3626,3626,4142,1767,for rent,1679,2024-01-21,pending
3627,3627,4310,8455,for rent,3500,2024-03-22,pending
3628,3628,3149,8544,for rent,1015,2024-03-24,pending
3629,3629,1430,7039,for rent,2836,2024-02-10,pending
3630,3630,179,2679,for rent,1550,2024-03-29,pending
3631,3631,4426,2921,for rent,2472,2024-03-26,pending
3632,3632,1388,6738,for rent,2279,2024-02-22,pending
3633,3633,3521,2106,for rent,1315,2024-04-07,pending
3634,3634,3223,7601,for rent,650,2024-02-09,pending
3635,3635,49,1020,for rent,3415,2024-03-05,pending
3636,3636,3029,1332,for rent,650,2024-03-31,pending
3637,3637,1866,278,for rent,650,2024-04-01,pending
3638,3638,3710,8183,for rent,2879,2024-01-26,pending
3639,3639,411,2734,for rent,2643,2024-01-22,pending
3640,3640,590,7118,for rent,3500,2024-04-07,pending
3641,3641,3845,8559,for rent,3136,2024-02-28,pending
3642,3642,1275,4426,for rent,3672,2024-01-15,pending
3643,3643,429,267,for rent,2450,2024-03-02,pending
3644,3644,2918,7092,for rent,1979,2024-02-15,pending
3645,3645,4971,761,for rent,1615,2024-04-09,pending
3646,3646,145,9295,for rent,3865,2024-02-08,pending
3647,3647,4024,5224,for rent,1979,2024-04-11,pending
3648,3648,4674,8329,for rent,950,2024-02-18,pending
3649,3649,4473,7886,for rent,1379,2024-03-24,pending
3650,3650,3619,3674,for rent,650,2024-03-07,pending
3651,3651,2874,9451,for rent,3179,2024-02-15,pending
3652,3652,2843,7097,for rent,1615,2024-01-20,pending
3653,3653,3601,843,for rent,2707,2024-01-25,pending
3654,3654,2279,4287,for rent,3479,2024-02-02,pending
3655,3655,2144,5398,for rent,2643,2024-01-28,pending
3656,3656,4724,7582,for rent,2472,2024-03-04,pending
3657,3657,2875,5404,for rent,1250,2024-03-17,pending
3658,3658,175,2777,for rent,3736,2024-02-18,pending
3659,3659,2057,913,for rent,650,2024-01-30,pending
3660,3660,2182,6623,for rent,1679,2024-03-12,pending
3661,3661,3447,7038,for rent,2043,2024-03-18,pending
3662,3662,1980,6297,for rent,2750,2024-02-04,pending
3663,3663,3689,1278,for rent,4529,2024-02-10,pending
3664,3664,1566,6718,for rent,2515,2024-03-11,pending
3665,3665,316,4981,for rent,4036,2024-03-13,pending
3666,3666,1740,2962,for rent,1315,2024-01-17,pending
3667,3667,2734,4053,for rent,3436,2024-03-07,pending
3668,3668,1949,4114,for rent,1979,2024-03-26,pending
3669,3669,1894,7880,for rent,1250,2024-01-28,pending
3670,3670,61,7461,for rent,3243,2024-02-21,pending
3671,3671,4466,7387,for rent,3500,2024-03-16,pending
3672,3672,2980,5414,for rent,650,2024-02-22,pending
3673,3673,4929,6587,for rent,4165,2024-02-14,pending
3674,3674,1015,1180,for rent,1615,2024-03-05,pending
3675,3675,4864,9691,for rent,2472,2024-04-07,pending
3676,3676,4713,8302,for rent,2343,2024-02-14,pending
3677,3677,3049,1495,for rent,3479,2024-03-07,pending
3678,3678,3559,3530,for rent,4272,2024-03-04,pending
3679,3679,1816,4162,for rent,2279,2024-01-17,pending
3680,3680,1516,3791,for rent,2215,2024-01-21,pending
3681,3681,1390,6065,for rent,3350,2024-02-06,pending
3682,3682,3076,2646,for rent,3115,2024-03-19,pending
3683,3683,4961,6018,for rent,650,2024-01-20,pending
3684,3684,677,478,for rent,3865,2024-02-15,pending
3685,3685,4863,8519,for rent,1315,2024-02-28,pending
3686,3686,1877,9773,for rent,3865,2024-03-06,pending
3687,3687,1611,9859,for rent,4293,2024-02-19,pending
3688,3688,2358,182,for rent,2579,2024-02-12,pending
3689,3689,1831,5334,for rent,2772,2024-02-12,pending
3690,3690,3935,2928,for rent,1550,2024-04-11,pending
3691,3691,1363,1736,for rent,4400,2024-02-08,pending
3692,3692,2145,6474,for rent,3007,2024-02-12,pending
3693,3693,2626,7012,for rent,4657,2024-02-21,pending
3694,3694,2969,1837,for rent,2150,2024-02-16,pending
3695,3695,320,6176,for rent,1315,2024-01-15,pending
3696,3696,4486,8994,for rent,950,2024-02-04,pending
3697,3697,3422,4614,for rent,1250,2024-02-29,pending
3698,3698,635,7141,for rent,2043,2024-03-28,pending
3699,3699,3766,2002,for rent,1679,2024-03-09,pending
3700,3700,4330,1974,for rent,950,2024-02-01,pending
3701,3701,2999,3575,for rent,3950,2024-01-31,pending
3702,3702,3965,4418,for rent,4207,2024-01-24,pending
3703,3703,4395,8355,for rent,3543,2024-03-19,pending
3704,3704,3610,4418,for rent,3500,2024-02-08,pending
3705,3705,3797,5618,for rent,2215,2024-02-11,pending
3706,3706,4185,6887,for rent,2472,2024-03-28,pending
3707,3707,32,8400,for rent,3736,2024-02-27,pending
3708,3708,4457,4385,for rent,1315,2024-03-07,pending
3709,3709,2861,6296,for rent,1979,2024-03-04,pending
3710,3710,1868,4169,for rent,1850,2024-03-15,pending
3711,3711,2045,4850,for rent,3500,2024-02-27,pending
3712,3712,3319,608,for rent,3479,2024-03-19,pending
3713,3713,334,8720,for rent,1015,2024-03-05,pending
3714,3714,381,6512,for rent,950,2024-01-26,pending
3715,3715,2445,2599,for rent,950,2024-03-25,pending
3716,3716,4780,3927,for rent,1015,2024-02-07,pending
3717,3717,4457,2865,for rent,650,2024-01-20,pending
3718,3718,1916,9125,for rent,650,2024-01-24,pending
3719,3719,600,5799,for rent,2579,2024-02-08,pending
3720,3720,3950,5431,for rent,2472,2024-04-12,pending
3721,3721,385,3182,for rent,4272,2024-03-02,pending
3722,3722,3639,2595,for rent,2150,2024-03-03,pending
3723,3723,3098,2206,for rent,4036,2024-01-30,pending
3724,3724,28,3004,for rent,1615,2024-02-18,pending
3725,3725,2608,2089,for rent,2772,2024-03-04,pending
3726,3726,3304,3014,for rent,650,2024-02-18,pending
3727,3727,4605,1054,for rent,1679,2024-01-20,pending
3728,3728,3446,668,for rent,1315,2024-02-24,pending
3729,3729,55,9311,for rent,1015,2024-01-27,pending
3730,3730,209,4189,for rent,3179,2024-04-12,pending
3731,3731,2156,4051,for rent,1915,2024-04-07,pending
3732,3732,2879,6473,for rent,3650,2024-02-22,pending
3733,3733,1698,7845,for rent,1550,2024-03-10,pending
3734,3734,1639,8694,for rent,3672,2024-02-06,pending
3735,3735,1667,9894,for rent,3200,2024-02-20,pending
3736,3736,2788,3670,for rent,3307,2024-03-14,pending
3737,3737,99,5302,for rent,1679,2024-04-11,pending
3738,3738,2063,9511,for rent,2343,2024-04-01,pending
3739,3739,1626,1913,for rent,1550,2024-04-12,pending
3740,3740,987,9771,for rent,950,2024-03-28,pending
3741,3741,3930,4132,for rent,3907,2024-01-31,pending
3742,3742,1809,8058,for rent,1550,2024-02-27,pending
3743,3743,3927,7641,for rent,4529,2024-02-05,pending
3744,3744,3767,4741,for rent,1250,2024-03-22,pending
3745,3745,4097,3106,for rent,3350,2024-02-24,pending
3746,3746,990,3866,for rent,3672,2024-02-19,pending
3747,3747,4467,1251,for rent,1315,2024-02-28,pending
3748,3748,1196,443,for rent,1679,2024-03-17,pending
3749,3749,4454,1336,for rent,2772,2024-04-07,pending
3750,3750,4174,7280,for rent,2836,2024-01-26,pending
3751,3751,4806,2236,for rent,1679,2024-03-18,pending
3752,3752,4435,768,for rent,1550,2024-02-18,pending
3753,3753,3794,646,for rent,1550,2024-02-27,pending
3754,3754,4734,5251,for rent,3800,2024-03-12,pending
3755,3755,2338,2403,for rent,1315,2024-02-09,pending
3756,3756,4732,1121,for rent,1615,2024-01-23,pending
3757,3757,543,5011,for rent,650,2024-02-26,pending
3758,3758,3850,8851,for rent,4400,2024-01-27,pending
3759,3759,1765,1900,for rent,1015,2024-03-11,pending
3760,3760,3200,1665,for rent,1743,2024-01-31,pending
3761,3761,4595,8006,for rent,3050,2024-02-25,pending
3762,3762,4299,1945,for rent,1550,2024-02-11,pending
3763,3763,2715,3616,for rent,3736,2024-02-02,pending
3764,3764,4673,4834,for rent,950,2024-03-17,pending
3765,3765,3577,9641,for rent,2150,2024-02-26,pending
3766,3766,3115,1673,for rent,1743,2024-01-23,pending
3767,3767,1921,7656,for rent,4593,2024-04-06,pending
3768,3768,3327,4678,for rent,1015,2024-02-25,pending
3769,3769,3434,2823,for rent,1250,2024-02-11,pending
3770,3770,29,5239,for rent,4657,2024-04-03,pending
3771,3771,3315,8555,for rent,2450,2024-03-25,pending
3772,3772,2578,4968,for rent,950,2024-04-08,pending
3773,3773,506,2118,for rent,2107,2024-01-26,pending
3774,3774,4859,6171,for rent,1250,2024-04-11,pending
3775,3775,467,7774,for rent,3415,2024-01-28,pending
3776,3776,3215,1062,for rent,3179,2024-03-31,pending
3777,3777,3995,6130,for rent,2150,2024-03-01,pending
3778,3778,1873,1731,for rent,650,2024-03-08,pending
3779,3779,972,9168,for rent,4293,2024-02-10,pending
3780,3780,2049,3072,for rent,4100,2024-02-02,pending
3781,3781,193,2855,for rent,1550,2024-02-27,pending
3782,3782,1882,3989,for rent,2772,2024-02-15,pending
3783,3783,2056,5501,for rent,3779,2024-01-14,pending
3784,3784,2655,6856,for rent,3843,2024-01-15,pending
3785,3785,1312,7261,for rent,2750,2024-02-12,pending
3786,3786,1798,6876,for rent,4657,2024-03-01,pending
3787,3787,779,9062,for rent,3950,2024-03-05,pending
3788,3788,3861,2683,for rent,1379,2024-03-27,pending
3789,3789,2388,8105,for rent,1015,2024-03-26,pending
3790,3790,3435,9531,for rent,4336,2024-02-09,pending
3791,3791,2880,6728,for rent,650,2024-03-03,pending
3792,3792,3092,2319,for rent,1250,2024-02-24,pending
3793,3793,4710,4238,for rent,3007,2024-03-02,pending
3794,3794,4297,4982,for rent,3243,2024-01-20,pending
3795,3795,4550,6467,for rent,2043,2024-02-11,pending
3796,3796,2513,8103,for rent,2815,2024-01-31,pending
3797,3797,1968,1803,for rent,1250,2024-01-14,pending
3798,3798,343,4093,for rent,2150,2024-02-25,pending
3799,3799,1446,1272,for rent,2043,2024-01-22,pending
3800,3800,4753,5816,for rent,2043,2024-03-31,pending
3801,3801,1459,6846,for rent,2879,2024-02-04,pending
3802,3802,2390,6093,for rent,3007,2024-03-04,pending
3803,3803,469,8495,for rent,1550,2024-03-16,pending
3804,3804,2832,8717,for rent,2943,2024-03-10,pending
3805,3805,3951,9803,for rent,4079,2024-04-01,pending
3806,3806,4115,6768,for rent,950,2024-04-12,pending
3807,3807,1069,4945,for rent,3436,2024-04-05,pending
3808,3808,619,2113,for rent,2107,2024-02-27,pending
3809,3809,1971,1937,for rent,650,2024-04-04,pending
3810,3810,1515,2978,for rent,2579,2024-03-23,pending
3811,3811,2805,194,for rent,2579,2024-03-08,pending
3812,3812,4593,7234,for rent,1615,2024-02-11,pending
3813,3813,4848,2769,for rent,4593,2024-02-12,pending
3814,3814,1059,9310,for rent,1850,2024-02-29,pending
3815,3815,4244,2862,for rent,4465,2024-01-21,pending
3816,3816,716,9218,for rent,4079,2024-03-03,pending
3817,3817,4281,7459,for rent,2450,2024-01-18,pending
3818,3818,1700,6119,for rent,1550,2024-03-22,pending
3819,3819,41,5303,for rent,2579,2024-03-31,pending
3820,3820,3070,7369,for rent,650,2024-02-26,pending
3821,3821,4860,8067,for rent,2943,2024-01-22,pending
3822,3822,4372,6027,for rent,650,2024-02-24,pending
3823,3823,521,5337,for rent,950,2024-03-10,pending
3824,3824,1960,8804,for rent,4143,2024-03-12,pending
3825,3825,415,99,for rent,2772,2024-03-09,pending
3826,3826,1778,3585,for rent,650,2024-02-01,pending
3827,3827,2521,5325,for rent,3543,2024-04-08,pending
3828,3828,2864,8374,for rent,2450,2024-03-11,pending
3829,3829,2032,6828,for rent,2707,2024-02-27,pending
3830,3830,3124,1080,for rent,2472,2024-04-08,pending
3831,3831,576,5794,for rent,2815,2024-01-21,pending
3832,3832,2800,1930,for rent,3929,2024-03-27,pending
3833,3833,3632,7795,for rent,4465,2024-03-01,pending
3834,3834,840,3874,for rent,3715,2024-02-14,pending
3835,3835,1493,8365,for rent,4529,2024-02-09,pending
3836,3836,4684,3913,for rent,4207,2024-01-26,pending
3837,3837,879,7392,for rent,1979,2024-01-31,pending
3838,3838,3751,1462,for rent,4529,2024-04-03,pending
3839,3839,2343,5174,for rent,1743,2024-02-09,pending
3840,3840,2598,6098,for rent,1015,2024-02-28,pending
3841,3841,559,4633,for rent,3200,2024-02-07,pending
3842,3842,2564,1014,for rent,1615,2024-01-28,pending
3843,3843,4874,9067,for rent,2836,2024-03-30,pending
3844,3844,3380,1935,for rent,650,2024-02-07,pending
3845,3845,2437,2391,for rent,2836,2024-02-11,pending
3846,3846,3167,5066,for rent,950,2024-03-21,pending
3847,3847,3517,7932,for rent,3843,2024-04-01,pending
3848,3848,3748,8374,for rent,1379,2024-01-22,pending
3849,3849,4376,828,for rent,1250,2024-03-26,pending
3850,3850,2065,7022,for rent,1915,2024-02-23,pending
3851,3851,1772,2988,for rent,3779,2024-02-08,pending
3852,3852,2985,4521,for rent,4593,2024-01-21,pending
3853,3853,1800,335,for rent,1250,2024-03-29,pending
3854,3854,4015,3309,for rent,650,2024-03-21,pending
3855,3855,4436,1191,for rent,2515,2024-03-26,pending
